epoch,time,loss,accuracy,split
0,22.582040071487427,0.4022508933255147,0.8482046436285097,train
1,22.888896465301514,0.21773501234149187,0.9221068766153142,train
2,23.32973599433899,0.17373514891909858,0.9383099352051836,train
3,23.645514965057373,0.1422073982201404,0.9494443669689911,train
4,22.49025535583496,0.11656794877678607,0.9587607991360692,train
5,23.90856409072876,0.10126757075442866,0.9646328293736501,train
6,22.171696662902832,0.08378780409482511,0.9702327039020365,train
7,22.274880170822144,0.0725559693757147,0.9751619870410367,train
8,22.18465304374695,0.059334929175971614,0.9769843412526998,train
9,25.219770669937134,0.054120709908963734,0.9815064794816415,train
10,22.939894437789917,0.04874608489001103,0.9833288336933045,train
11,22.032158136367798,0.04000456991074803,0.9860961123110151,train
12,20.991196155548096,0.039705109950791156,0.9869060475161987,train
13,21.08565664291382,0.036190926739943494,0.9873785097192225,train
14,20.96801447868347,0.031904202951550824,0.988928708221691,train
15,21.385520696640015,0.0363805295679063,0.9884584233261339,train
16,21.515239238739014,0.04172405448373415,0.9864967254274092,train
17,21.63520050048828,0.02779406302088358,0.9906857451403888,train
18,21.593756437301636,0.02665958175292406,0.9917634814398335,train
19,23.576148509979248,0.024337519257616735,0.9921031317494601,train
0,9.070677042007446,0.23313251487798428,0.9239501075528974,val
1,8.948616981506348,0.2375299124674282,0.9181846733668342,val
2,9.434956789016724,0.24913214022602567,0.9175340991523397,val
3,8.746204137802124,0.21790877502205683,0.9331030150753769,val
4,9.219405174255371,0.2205064425141967,0.9340003588091788,val
5,8.910650491714478,0.2466208492534413,0.9379711055276382,val
6,8.673747062683105,0.2306549775077208,0.9363558864473698,val
7,9.06761360168457,0.26314883196086447,0.9318691671793186,val
8,9.03458547592163,0.25561164033712686,0.9353015075376885,val
9,10.310198068618774,0.27729614397707447,0.931241026475801,val
10,8.762290954589844,0.3075200091806432,0.93368628845742,val
11,8.276818752288818,0.3563308538713267,0.9340003588091788,val
12,8.409247398376465,0.3127968872987417,0.9357277457438522,val
13,8.058502197265625,0.27516213231254955,0.9391376525912453,val
14,8.301666975021362,0.36255587105775,0.9354136753920934,val
15,8.640631198883057,0.32471721085758376,0.9258793969849246,val
16,8.731414556503296,0.2650711732295262,0.9323178391959799,val
17,7.858975172042847,0.35330694045926486,0.932901112578023,val
18,9.185146570205688,0.34357392268451914,0.933574120603015,val
19,9.19287395477295,0.321318236589151,0.9322729718745054,val
