epoch,time,loss,accuracy,split
0,30.267515659332275,0.38492504509717035,0.8614858391475472,train
1,30.298169136047363,0.24247352899199043,0.9151505782846241,train
2,32.71180081367493,0.19922236357181944,0.9302018741809523,train
3,32.04689025878906,0.1733487846247337,0.9416149933188832,train
4,31.61885404586792,0.14941831004703277,0.9459302932603313,train
5,32.26791286468506,0.12128134648975379,0.9564529192627892,train
6,32.461509227752686,0.11462250955555725,0.9618633734484728,train
7,32.63195443153381,0.09881248613055112,0.9660480386752547,train
8,32.42455077171326,0.08547870332720141,0.9698930537211458,train
9,31.328574419021606,0.07816847134959838,0.9724622030237581,train
10,31.208446741104126,0.0697195792013023,0.9748223367314102,train
11,31.405292510986328,0.06345907302981155,0.9765771963426413,train
12,30.97312307357788,0.05587258525694983,0.9803590712742981,train
13,30.41305923461914,0.05539708308255517,0.9812996411941479,train
14,30.178070068359375,0.05808428198274639,0.9802219047659674,train
15,30.609508752822876,0.04848734964465735,0.9830588552915767,train
16,31.33549475669861,0.04856521071751185,0.984341252699784,train
17,31.631526947021484,0.04799621664152957,0.9841387688984882,train
18,31.898656368255615,0.039488813252464595,0.9868385529157667,train
19,33.42401885986328,0.04023675854186405,0.9864335853131749,train
0,10.90540075302124,0.2811632448217677,0.9060032304806925,val
1,11.763273477554321,0.2424439739660552,0.919867192980033,val
2,11.762208461761475,0.21150450359786574,0.9256326274656171,val
3,11.428564310073853,0.21950714326178158,0.9208094040353094,val
4,12.007678508758545,0.21196689887262468,0.929177135678392,val
5,12.007172346115112,0.2520836911997266,0.9237482053550643,val
6,11.631989002227783,0.2295160537594976,0.923793072377018,val
7,11.66158938407898,0.26117031143430675,0.9221778535962704,val
8,11.211910486221313,0.23501359783674605,0.9273600144002905,val
9,11.184319734573364,0.2960427090825148,0.9266197055428471,val
10,11.42751669883728,0.264138382845488,0.9279208542713567,val
11,11.176843643188477,0.3179770944968811,0.9231200646515467,val
12,11.066616535186768,0.30217500862340213,0.9261486000152089,val
13,11.015903949737549,0.29538413647377404,0.93269921038019,val
14,11.07613468170166,0.2805788167167324,0.9243090452261307,val
15,11.368486881256104,0.31673994752339757,0.9210113065326633,val
16,11.421404361724854,0.3368471551244264,0.9263056351910883,val
17,11.453457832336426,0.33407852362523127,0.9242641779046562,val
18,11.581947326660156,0.30864993817215064,0.9273600144002905,val
19,11.657963037490845,0.38016573670665366,0.9315326633165829,val
